"COD_NUC","COD_ACC","RATEIZZAZIONE"
"022182","0004","A"
"022183","0004","A"
"022184","0004","A"
"022185","0004","A"
"022186","0004","A"
"022187","0004","A"
"022188","0004","A"
"022189","0004","A"
"022190","0004","A"
"022191","0004","A"
"022192","0004","A"
"022193","0004","A"
"022194","0004","A"
"022195","0004","A"
"022196","0004","A"
"022197","0004","A"
"022198","0004","A"
"022199","0004","A"
"022200","0004","A"
"022201","0004","A"
"022202","0004","A"
"022203","0004","A"
"026148","0004","A"
"026149","0004","A"
"027326","0004","A"
"028055","0004","A"
"028556","0004","A"
"028557","0004","A"
"028558","0004","A"
"028559","0004","A"
"028560","0004","A"
"028561","0004","A"
"028562","0004","A"
"028563","0004","A"
"028564","0004","A"
"028565","0004","A"
"028566","0004","A"
"028567","0004","A"
"028630","0004","A"
"028631","0004","A"
"028992","0165","A"
"028993","0165","A"
"028994","0165","A"
"028995","0165","A"
"028996","0165","A"
"028997","0165","A"
"028999","0165","A"
"029000","0165","A"
"029001","0165","A"
"029003","0165","A"
"029004","0165","A"
"030008","0004","A"
"030039","0004","A"
"030040","0004","A"
"030041","0004","A"
"030042","0004","A"
"030043","0004","A"
"030044","0004","A"
"030045","0004","A"
"030046","0004","A"
"030047","0004","A"
"030048","0004","A"
"030049","0004","A"
"030050","0004","A"
"030054","0004","A"
"030055","0004","A"
"030056","0004","A"
"030057","0004","A"
"030058","0004","A"
"030059","0004","A"
"030061","0004","A"
"030062","0004","A"
"030063","0004","A"
"030357","0004","A"
"030358","0004","A"
"030377","0004","A"
"030382","0004","A"
"030383","0004","A"
"030384","0004","A"
"031450","0004","A"
"031451","0004","A"
"031452","0004","A"
"033065","0004","A"
"033066","0004","A"
"033067","0004","A"
"033348","0004","A"
"033438","0004","A"
"033439","0004","A"
"033907","0004","A"
"033921","0004","A"
"033922","0004","A"
"033923","0004","A"
"033924","0004","A"
"005293","0021","A"
"005294","0021","A"
"005295","0021","A"
"005296","0021","A"
"005297","0021","A"
"005298","0021","A"
"005299","0021","A"
"005300","0021","A"
"005301","0021","A"
"005302","0021","A"
"005303","0021","A"
"005304","0021","A"
"005305","0021","A"
"005306","0021","A"
"005307","0021","A"
"005308","0021","A"
"005309","0021","A"
"005310","0021","A"
"005311","0021","A"
"005312","0021","A"
"005313","0021","A"
"005314","0021","A"
"005315","0021","A"
"005316","0021","A"
"005317","0021","A"
"005318","0021","A"
"005319","0021","A"
"005320","0021","A"
"005321","0021","A"
"005322","0021","A"
"005323","0021","A"
"005324","0021","A"
"005325","0021","A"
"005326","0021","A"
"005327","0021","A"
"005328","0021","A"
"005329","0021","A"
"005330","0021","A"
"005331","0021","A"
"005332","0021","A"
"005333","0021","A"
"005334","0021","A"
"005335","0021","A"
"005336","0021","A"
"005337","0021","A"
"005338","0021","A"
"005339","0021","A"
"005340","0021","A"
"005341","0021","A"
"005342","0021","A"
"005343","0021","A"
"005344","0021","A"
"005345","0021","A"
"005346","0021","A"
"005347","0021","A"
"005348","0021","A"
"005349","0021","A"
"005350","0021","A"
"005351","0021","A"
"005352","0021","A"
"005353","0021","A"
"005354","0021","A"
"005355","0021","A"
"005356","0021","A"
"005357","0021","A"
"005358","0021","A"
"005359","0021","A"
"005360","0021","A"
"005361","0021","A"
"005362","0021","A"
"005363","0021","A"
"005364","0021","A"
"005365","0021","A"
"005366","0021","A"
"005367","0021","A"
"005368","0021","A"
"005369","0021","A"
"005370","0021","A"
"005371","0021","A"
"005372","0021","A"
"005373","0021","A"
"005374","0021","A"
"005375","0021","A"
"005376","0021","A"
"005377","0021","A"
"005378","0021","A"
"005379","0021","A"
"005380","0021","A"
"005381","0021","A"
"005382","0021","A"
"005383","0021","A"
"005384","0021","A"
"005385","0021","A"
"005386","0021","A"
"005387","0021","A"
"005388","0021","A"
"005389","0021","A"
"005390","0021","A"
"005391","0021","A"
"005392","0021","A"
"005393","0021","A"
"005394","0021","A"
"005395","0021","A"
"005396","0021","A"
"005397","0021","A"
"005398","0021","A"
"005399","0021","A"
"005400","0021","A"
"005401","0021","A"
"005402","0021","A"
"005403","0021","A"
"005404","0021","A"
"005405","0021","A"
"005406","0021","A"
"005407","0021","A"
"005408","0021","A"
"005409","0021","A"
"005410","0021","A"
"005411","0021","A"
"005412","0021","A"
"005413","0021","A"
"005414","0021","A"
"005415","0021","A"
"005416","0021","A"
"005417","0021","A"
"005418","0021","A"
"005419","0021","A"
"005420","0021","A"
"005421","0021","A"
"005422","0021","A"
"005423","0021","A"
"005424","0021","A"
"005425","0021","A"
"005426","0021","A"
"005427","0021","A"
"005428","0021","A"
"005429","0021","A"
"005430","0021","A"
"005431","0021","A"
"005432","0021","A"
"005433","0021","A"
"005434","0021","A"
"005435","0021","A"
"005436","0021","A"
"005437","0021","A"
"005438","0021","A"
"005439","0021","A"
"005440","0021","A"
"005441","0021","A"
"005442","0021","A"
"005443","0021","A"
"005444","0021","A"
"005445","0021","A"
"005446","0021","A"
"005447","0021","A"
"005448","0021","A"
"005449","0021","A"
"005450","0021","A"
"005451","0021","A"
"005452","0021","A"
"005453","0021","A"
"005454","0021","A"
"005455","0021","A"
"005456","0021","A"
"005457","0021","A"
"005458","0021","A"
"005459","0021","A"
"005460","0021","A"
"005461","0021","A"
"005462","0021","A"
"005463","0021","A"
"005464","0021","A"
"005465","0021","A"
"005466","0021","A"
"005467","0021","A"
"005468","0021","A"
"005469","0021","A"
"005470","0021","A"
"005471","0021","A"
"005472","0021","A"
"005473","0021","A"
"005474","0021","A"
"005475","0021","A"
"005476","0021","A"
"005477","0021","A"
"005478","0021","A"
"005479","0021","A"
"005480","0021","A"
"005481","0021","A"
"005482","0021","A"
"005483","0021","A"
"005484","0021","A"
"005485","0021","A"
"005486","0021","A"
"005487","0021","A"
"005488","0021","A"
"005489","0021","A"
"005490","0021","A"
"005491","0021","A"
"005492","0021","A"
"005493","0021","A"
"005494","0021","A"
"005495","0021","A"
"005496","0021","A"
"005497","0021","A"
"005498","0021","A"
"005499","0021","A"
"005500","0021","A"
"005501","0021","A"
"005502","0021","A"
"005503","0021","A"
"005504","0021","A"
"005505","0021","A"
"005506","0021","A"
"005507","0021","A"
"005508","0021","A"
"005509","0021","A"
"005510","0021","A"
"005511","0021","A"
"005512","0021","A"
"005513","0021","A"
"005514","0021","A"
"005515","0021","A"
"005516","0021","A"
"005517","0021","A"
"005518","0021","A"
"005519","0021","A"
"005520","0021","A"
"005521","0021","A"
"005522","0021","A"
"005523","0021","A"
"005524","0021","A"
"005525","0021","A"
"005526","0021","A"
"005527","0021","A"
"005528","0021","A"
"005529","0021","A"
"005530","0021","A"
"005531","0021","A"
"005532","0021","A"
"005533","0021","A"
"005534","0021","A"
"005535","0021","A"
"005536","0021","A"
"005537","0021","A"
"005538","0021","A"
"005539","0021","A"
"005540","0021","A"
"005541","0021","A"
"005542","0021","A"
"005543","0021","A"
"005544","0021","A"
"005545","0021","A"
"005546","0021","A"
"005547","0021","A"
"005548","0021","A"
"005549","0021","A"
"005550","0021","A"
"005551","0021","A"
"005552","0021","A"
"005553","0021","A"
"005554","0021","A"
"005555","0021","A"
"005556","0021","A"
"005557","0021","A"
"005558","0021","A"
"005559","0021","A"
"005560","0021","A"
"005561","0021","A"
"005562","0021","A"
"005563","0021","A"
"005564","0021","A"
"005565","0021","A"
"005566","0021","A"
"005567","0021","A"
"005568","0021","A"
"005569","0021","A"
"005570","0021","A"
"005571","0021","A"
"005572","0021","A"
"005573","0021","A"
"005574","0021","A"
"005575","0021","A"
"005576","0021","A"
"005577","0021","A"
"005578","0021","A"
"005579","0021","A"
"005580","0021","A"
"005581","0021","A"
"005582","0021","A"
"005583","0021","A"
"005584","0021","A"
"005585","0021","A"
"005586","0021","A"
"005587","0021","A"
"005588","0021","A"
"005589","0021","A"
"005590","0021","A"
"005591","0021","A"
"005592","0021","A"
"005593","0021","A"
"005594","0021","A"
"005595","0021","A"
"005596","0021","A"
"005597","0021","A"
"005598","0021","A"
"005599","0021","A"
"005600","0021","A"
"005601","0021","A"
"005602","0021","A"
"005603","0021","A"
"005604","0021","A"
"005605","0021","A"
"005606","0021","A"
"005607","0021","A"
"005608","0021","A"
"005609","0021","A"
"005610","0021","A"
"005611","0021","A"
"005612","0021","A"
"005613","0021","A"
"005614","0021","A"
"005615","0021","A"
"005616","0021","A"
"005617","0021","A"
"005618","0021","A"
"005619","0021","A"
"005620","0021","A"
"005621","0021","A"
"005622","0021","A"
"005623","0021","A"
"005624","0021","A"
"005625","0021","A"
"005626","0021","A"
"005627","0021","A"
"005628","0021","A"
"005629","0021","A"
"005630","0021","A"
"005631","0021","A"
"005632","0021","A"
"005633","0021","A"
"005634","0021","A"
"005635","0021","A"
"005636","0021","A"
"005637","0021","A"
"005638","0021","A"
"005639","0021","A"
"005640","0021","A"
"005641","0021","A"
"005642","0021","A"
"005643","0021","A"
"005644","0021","A"
"005645","0021","A"
"005646","0021","A"
"005647","0021","A"
"005648","0021","A"
"005649","0021","A"
"005650","0021","A"
"005651","0021","A"
"005652","0021","A"
"005653","0021","A"
"005654","0021","A"
"005655","0021","A"
"005656","0021","A"
"005657","0021","A"
"005658","0021","A"
"005659","0021","A"
"005660","0021","A"
"005661","0021","A"
"005662","0021","A"
"005663","0021","A"
"005664","0021","A"
"005665","0021","A"
"005666","0021","A"
"005667","0021","A"
"005668","0021","A"
"005669","0021","A"
"005670","0021","A"
"005671","0021","A"
"005672","0021","A"
"005673","0021","A"
"005674","0021","A"
"005675","0021","A"
"005676","0021","A"
"005677","0021","A"
"005678","0021","A"
"005679","0021","A"
"005680","0021","A"
"005681","0021","A"
"005682","0021","A"
"005683","0021","A"
"005684","0021","A"
"005685","0021","A"
"005686","0021","A"
"005687","0021","A"
"005688","0021","A"
"005689","0021","A"
"005690","0021","A"
"005691","0021","A"
"005692","0021","A"
"005693","0021","A"
"005694","0021","A"
"005695","0021","A"
"005696","0021","A"
"005697","0021","A"
"005698","0021","A"
"005699","0021","A"
"005700","0021","A"
"005701","0021","A"
"005702","0021","A"
"005703","0021","A"
"005704","0021","A"
"005705","0021","A"
"005706","0021","A"
"005707","0021","A"
"005708","0021","A"
"005709","0021","A"
"005710","0021","A"
"005711","0021","A"
"005712","0021","A"
"005713","0021","A"
"005714","0021","A"
"005715","0021","A"
"005716","0021","A"
"005717","0021","A"
"005718","0021","A"
"005719","0021","A"
"005720","0021","A"
"005721","0021","A"
"005722","0021","A"
"005723","0021","A"
"005724","0021","A"
"005725","0021","A"
"005726","0021","A"
"005727","0021","A"
"005728","0021","A"
"005729","0021","A"
"005730","0021","A"
"005731","0021","A"
"005732","0021","A"
"005733","0021","A"
"005734","0021","A"
"005735","0021","A"
"005736","0021","A"
"005737","0021","A"
"005738","0021","A"
"005739","0021","A"
"005740","0021","A"
"005741","0021","A"
"005742","0021","A"
"005743","0021","A"
"005744","0021","A"
"005745","0021","A"
"005746","0021","A"
"005747","0021","A"
"005748","0021","A"
"005749","0021","A"
"005750","0021","A"
"005751","0021","A"
"005752","0021","A"
"005753","0021","A"
"005754","0021","A"
"005755","0021","A"
"005756","0021","A"
"005757","0021","A"
"005758","0021","A"
"005759","0021","A"
"005760","0021","A"
"005761","0021","A"
"005762","0021","A"
"005763","0021","A"
"005764","0021","A"
"005765","0021","A"
"005766","0021","A"
"005767","0021","A"
"005768","0021","A"
"005769","0021","A"
"005770","0021","A"
"005771","0021","A"
"005772","0021","A"
"005773","0021","A"
"005774","0021","A"
"005775","0021","A"
"005776","0021","A"
"005777","0021","A"
"005778","0021","A"
"005779","0021","A"
"005780","0021","A"
"005781","0021","A"
"005782","0021","A"
"005783","0021","A"
"005784","0021","A"
"005785","0021","A"
"005786","0021","A"
"005787","0021","A"
"005788","0021","A"
"005789","0021","A"
"005790","0021","A"
"005791","0021","A"
"005792","0021","A"
"005793","0021","A"
"005794","0021","A"
"005795","0021","A"
"005796","0021","A"
"005797","0021","A"
"005798","0021","A"
"005799","0021","A"
"005800","0021","A"
"005801","0021","A"
"005802","0021","A"
"005803","0021","A"
"005804","0021","A"
"005805","0021","A"
"005806","0021","A"
"005807","0021","A"
"005808","0021","A"
"005809","0021","A"
"005810","0021","A"
"005811","0021","A"
"005812","0021","A"
"005813","0021","A"
"005814","0021","A"
"005815","0021","A"
"005816","0021","A"
"005817","0021","A"
"005818","0021","A"
"005819","0021","A"
"005820","0021","A"
"005821","0021","A"
"005822","0021","A"
"005823","0021","A"
"005824","0021","A"
"005825","0021","A"
"005826","0021","A"
"005827","0021","A"
"005828","0021","A"
"005829","0021","A"
"005830","0021","A"
"005831","0021","A"
"005832","0021","A"
"005833","0021","A"
"005834","0021","A"
"005835","0021","A"
"005836","0021","A"
"005837","0021","A"
"005838","0021","A"
"005839","0021","A"
"005840","0021","A"
"005841","0021","A"
"005842","0021","A"
"005843","0021","A"
"005844","0021","A"
"005845","0021","A"
"005846","0021","A"
"005847","0021","A"
"005848","0021","A"
"005849","0021","A"
"005850","0021","A"
"005851","0021","A"
"005852","0021","A"
"005853","0021","A"
"005854","0021","A"
"005855","0021","A"
"005856","0021","A"
"005857","0021","A"
"005858","0021","A"
"005859","0021","A"
"005860","0021","A"
"005861","0021","A"
"005862","0021","A"
"005863","0021","A"
"005864","0021","A"
"005865","0021","A"
"005866","0021","A"
"005867","0021","A"
"005868","0021","A"
"005869","0021","A"
"005870","0021","A"
"005871","0021","A"
"005872","0021","A"
"005873","0021","A"
"005874","0021","A"
"005875","0021","A"
"005876","0021","A"
"005877","0021","A"
"005878","0021","A"
"005879","0021","A"
"005880","0021","A"
"005881","0021","A"
"005882","0021","A"
"005883","0021","A"
"005884","0021","A"
"005885","0021","A"
"005886","0021","A"
"005887","0021","A"
"005888","0021","A"
"005889","0021","A"
"005890","0021","A"
"005891","0021","A"
"005892","0021","A"
"005893","0021","A"
"005894","0021","A"
"005895","0021","A"
"005896","0021","A"
"005897","0021","A"
"005898","0021","A"
"005899","0021","A"
"005900","0021","A"
"005901","0021","A"
"005902","0021","A"
"006387","0022","A"
"006388","0022","A"
"006389","0022","A"
"006390","0022","A"
"006391","0022","A"
"006392","0022","A"
"006393","0022","A"
"006394","0022","A"
"006395","0022","A"
"006396","0022","A"
"006397","0022","A"
"006398","0022","A"
"006399","0022","A"
"006400","0022","A"
"006401","0022","A"
"006402","0022","A"
"006403","0022","A"
"006404","0022","A"
"006405","0022","A"
"006406","0022","A"
"006407","0022","A"
"006408","0022","A"
"006409","0022","A"
"006410","0022","A"
"006411","0022","A"
"006412","0022","A"
"006413","0022","A"
"006414","0022","A"
"006415","0022","A"
"006416","0022","A"
"006417","0022","A"
"006418","0022","A"
"006419","0022","A"
"006420","0022","A"
"006421","0022","A"
"006422","0022","A"
"006423","0022","A"
"006424","0022","A"
"006425","0022","A"
"006426","0022","A"
"006427","0022","A"
"006428","0022","A"
"006429","0022","A"
"006430","0022","A"
"006431","0022","A"
"006432","0022","A"
"006433","0022","A"
"006434","0022","A"
"006435","0022","A"
"006436","0022","A"
"006437","0022","A"
"006438","0022","A"
"006439","0022","A"
"006440","0022","A"
"006441","0022","A"
"006442","0022","A"
"006443","0022","A"
"006444","0022","A"
"006445","0022","A"
"006446","0022","A"
"006447","0022","A"
"006448","0022","A"
"006449","0022","A"
"006450","0022","A"
"006451","0022","A"
"006452","0022","A"
"006453","0022","A"
"006454","0022","A"
"006455","0022","A"
"006456","0022","A"
"006457","0022","A"
"006458","0022","A"
"006459","0022","A"
"006460","0022","A"
"006461","0022","A"
"006462","0022","A"
"006463","0022","A"
"006464","0022","A"
"006465","0022","A"
"006466","0022","A"
"006467","0022","A"
"006468","0022","A"
"006469","0022","A"
"006470","0022","A"
"006471","0022","A"
"006472","0022","A"
"006473","0022","A"
"006474","0022","A"
"006475","0022","A"
"006476","0022","A"
"006477","0022","A"
"006478","0022","A"
"006479","0022","A"
"006480","0022","A"
"006481","0022","A"
"006482","0022","A"
"006483","0022","A"
"006484","0022","A"
"006485","0022","A"
"006486","0022","A"
"006487","0022","A"
"006488","0022","A"
"006489","0022","A"
"006490","0022","A"
"006491","0022","A"
"006492","0022","A"
"006493","0022","A"
"006494","0022","A"
"006495","0022","A"
"006496","0022","A"
"006497","0022","A"
"006498","0022","A"
"006499","0022","A"
"006500","0022","A"
"006501","0022","A"
"006502","0022","A"
"006503","0022","A"
"006504","0022","A"
"006505","0022","A"
"006506","0022","A"
"006507","0022","A"
"006508","0022","A"
"006509","0022","A"
"006510","0022","A"
"006511","0022","A"
"006512","0022","A"
"006513","0022","A"
"006514","0022","A"
"006515","0022","A"
"006516","0022","A"
"006517","0022","A"
"006518","0022","A"
"006519","0022","A"
"006520","0022","A"
"006521","0022","A"
"006522","0022","A"
"006523","0022","A"
"006524","0022","A"
"006525","0022","A"
"006526","0022","A"
"006527","0022","A"
"006528","0022","A"
"006529","0022","A"
"006530","0022","A"
"006531","0022","A"
"006532","0022","A"
"006533","0022","A"
"006534","0022","A"
"006535","0022","A"
"006536","0022","A"
"006537","0022","A"
"006538","0022","A"
"006539","0022","A"
"006540","0022","A"
"006541","0022","A"
"006542","0022","A"
"006543","0022","A"
"006544","0022","A"
"006545","0022","A"
"006546","0022","A"
"006547","0022","A"
"006548","0022","A"
"006549","0022","A"
"006550","0022","A"
"006555","0022","A"
"006557","0022","A"
"006558","0022","A"
"006559","0022","A"
"006560","0022","A"
"006564","0022","A"
"006565","0022","A"
"006569","0022","A"
"006574","0022","A"
"006580","0022","A"
"006593","0022","A"
"006597","0022","A"
"006598","0022","A"
"006599","0022","A"
"006600","0022","A"
"006601","0022","A"
"006602","0022","A"
"006603","0022","A"
"006604","0022","A"
"006605","0022","A"
"006606","0022","A"
"006607","0022","A"
"006608","0022","A"
"006609","0022","A"
"006610","0022","A"
"006611","0022","A"
"006612","0022","A"
"006613","0022","A"
"006614","0022","A"
"006615","0022","A"
"006616","0022","A"
"006617","0022","A"
"006618","0022","A"
"006619","0022","A"
"006620","0022","A"
"006621","0022","A"
"006622","0022","A"
"006623","0022","A"
"006624","0022","A"
"006625","0022","A"
"006626","0022","A"
"006627","0022","A"
"006628","0022","A"
"006629","0022","A"
"006630","0022","A"
"006631","0022","A"
"006632","0022","A"
"006633","0022","A"
"006634","0022","A"
"006635","0022","A"
"006636","0022","A"
"006637","0022","A"
"006638","0022","A"
"006639","0022","A"
"006640","0022","A"
"006641","0022","A"
"006642","0022","A"
"006643","0022","A"
"006644","0022","A"
"006645","0022","A"
"006646","0022","A"
"006647","0022","A"
"006648","0022","A"
"006649","0022","A"
"006650","0022","A"
"006651","0022","A"
"006652","0022","A"
"006653","0022","A"
"006654","0022","A"
"006655","0022","A"
"006656","0022","A"
"006657","0022","A"
"006658","0022","A"
"006659","0022","A"
"006660","0022","A"
"006661","0022","A"
"006662","0022","A"
"006663","0022","A"
"006664","0022","A"
"006665","0022","A"
"006666","0022","A"
"006667","0022","A"
"006668","0022","A"
"006669","0022","A"
"006670","0022","A"
"006671","0022","A"
"006672","0022","A"
"006673","0022","A"
"006674","0022","A"
"006675","0022","A"
"006676","0022","A"
"006677","0022","A"
"006678","0022","A"
"006679","0022","A"
"006680","0022","A"
"006681","0022","A"
"006682","0022","A"
"006683","0022","A"
"006684","0022","A"
"006685","0022","A"
"006686","0022","A"
"006687","0022","A"
"006688","0022","A"
"006689","0022","A"
"006690","0022","A"
"006691","0022","A"
"006692","0022","A"
"006693","0022","A"
"006694","0022","A"
"006695","0022","A"
"006696","0022","A"
"006697","0022","A"
"006698","0022","A"
"006699","0022","A"
"006700","0022","A"
"006701","0022","A"
"006702","0022","A"
"006703","0022","A"
"006704","0022","A"
"006705","0022","A"
"006706","0022","A"
"006707","0022","A"
"006708","0022","A"
"006709","0022","A"
"006710","0022","A"
"006711","0022","A"
"006712","0022","A"
"006713","0022","A"
"006714","0022","A"
"006715","0022","A"
"006716","0022","A"
"006717","0022","A"
"006718","0022","A"
"006719","0022","A"
"006720","0022","A"
"006721","0022","A"
"006722","0022","A"
"006723","0022","A"
"006724","0022","A"
"006725","0022","A"
"006726","0022","A"
"006727","0022","A"
"006728","0022","A"
"006729","0022","A"
"006730","0022","A"
"006731","0022","A"
"006732","0022","A"
"006733","0022","A"
"006734","0022","A"
"006735","0022","A"
"006736","0022","A"
"006737","0022","A"
"006738","0022","A"
"006739","0022","A"
"006740","0022","A"
"006741","0022","A"
"006742","0022","A"
"006743","0022","A"
"006744","0022","A"
"006745","0022","A"
"006746","0022","A"
"006747","0022","A"
"006748","0022","A"
"006749","0022","A"
"006750","0022","A"
"006751","0022","A"
"006752","0022","A"
"006753","0022","A"
"006754","0022","A"
"006755","0022","A"
"006756","0022","A"
"006757","0022","A"
"006758","0022","A"
"006759","0022","A"
"006760","0022","A"
"006761","0022","A"
"006762","0022","A"
"006763","0022","A"
"006764","0022","A"
"006765","0022","A"
"006766","0022","A"
"006767","0022","A"
"006768","0022","A"
"006769","0022","A"
"006770","0022","A"
"006771","0022","A"
"006772","0022","A"
"006773","0022","A"
"006774","0022","A"
"006775","0022","A"
"006776","0022","A"
"006777","0022","A"
"006778","0022","A"
"006779","0022","A"
"006780","0022","A"
"006781","0022","A"
"006782","0022","A"
"006783","0022","A"
"006784","0022","A"
"006785","0022","A"
"006786","0022","A"
"006787","0022","A"
"006788","0022","A"
"006789","0022","A"
"006790","0022","A"
"006791","0022","A"
"006792","0022","A"
"006793","0022","A"
"006794","0022","A"
"006795","0022","A"
"006796","0022","A"
"006797","0022","A"
"006798","0022","A"
"006799","0022","A"
"006800","0022","A"
"006801","0022","A"
"006802","0022","A"
"006803","0022","A"
"006804","0022","A"
"006805","0022","A"
"006806","0022","A"
"006807","0022","A"
"006808","0022","A"
"006809","0022","A"
"006810","0022","A"
"006811","0022","A"
"006812","0022","A"
"006813","0022","A"
"006814","0022","A"
"009160","0023","A"
"009161","0023","A"
"009162","0023","A"
"009163","0023","A"
"009164","0023","A"
"009165","0023","A"
"009166","0023","A"
"009167","0023","A"
"009168","0023","A"
"009169","0023","A"
"009170","0023","A"
"009171","0023","A"
"009172","0023","A"
"009173","0023","A"
"009174","0023","A"
"009175","0023","A"
"009176","0023","A"
"009177","0023","A"
"009178","0023","A"
"009179","0023","A"
"009180","0023","A"
"009181","0023","A"
"009182","0023","A"
"009183","0023","A"
"009184","0023","A"
"009185","0023","A"
"009186","0023","A"
"009187","0023","A"
"009188","0023","A"
"009189","0023","A"
"009190","0023","A"
"009191","0023","A"
"009192","0023","A"
"009193","0023","A"
"009194","0023","A"
"009195","0023","A"
"009196","0023","A"
"009197","0023","A"
"009198","0023","A"
"009199","0023","A"
"009200","0023","A"
"009201","0023","A"
"009202","0023","A"
"009203","0023","A"
"009204","0023","A"
"009205","0023","A"
"009206","0023","A"
"009207","0023","A"
"009208","0023","A"
"009209","0023","A"
"009210","0023","A"
"009211","0023","A"
"009212","0023","A"
"009213","0023","A"
"009214","0023","A"
"009215","0023","A"
"009216","0023","A"
"009217","0023","A"
"009218","0023","A"
"009219","0023","A"
"009220","0023","A"
"009221","0023","A"
"009222","0023","A"
"009223","0023","A"
"009224","0023","A"
"009225","0023","A"
"009226","0023","A"
"009227","0023","A"
"009228","0023","A"
"009229","0023","A"
"009230","0023","A"
"009231","0023","A"
"009232","0023","A"
"009233","0023","A"
"009234","0023","A"
"009235","0023","A"
"009236","0023","A"
"009237","0023","A"
"009238","0023","A"
"009239","0023","A"
"009240","0023","A"
"009241","0023","A"
"009242","0023","A"
"009243","0023","A"
"009244","0023","A"
"009245","0023","A"
"009246","0023","A"
"009247","0023","A"
"009248","0023","A"
"009249","0023","A"
"009250","0023","A"
"009251","0023","A"
"009252","0023","A"
"009253","0023","A"
"009254","0023","A"
"009255","0023","A"
"009256","0023","A"
"009257","0023","A"
"009258","0023","A"
"009259","0023","A"
"009260","0023","A"
"009261","0023","A"
"009262","0023","A"
"009263","0023","A"
"009264","0023","A"
"009265","0023","A"
"009266","0023","A"
"009267","0023","A"
"009268","0023","A"
"009269","0023","A"
"009270","0023","A"
"009271","0023","A"
"009272","0023","A"
"009273","0023","A"
"009274","0023","A"
"009275","0023","A"
"009276","0023","A"
"009277","0023","A"
"009278","0023","A"
"009279","0023","A"
"009282","0023","A"
"009283","0023","A"
"009284","0023","A"
"009285","0023","A"
"009286","0023","A"
"009287","0023","A"
"009288","0023","A"
"009289","0023","A"
"009290","0023","A"
"009291","0023","A"
"009292","0023","A"
"009293","0023","A"
"009294","0023","A"
"009295","0023","A"
"009296","0023","A"
"009297","0023","A"
"009298","0023","A"
"009299","0023","A"
"009300","0023","A"
"009301","0023","A"
"009302","0023","A"
"009303","0023","A"
"009304","0023","A"
"009305","0023","A"
"009306","0023","A"
"009307","0023","A"
"009308","0023","A"
"009309","0023","A"
"009310","0023","A"
"009311","0023","A"
"009312","0023","A"
"009313","0023","A"
"009314","0023","A"
"009315","0023","A"
"009316","0023","A"
"009317","0023","A"
"009318","0023","A"
"009319","0023","A"
"009320","0023","A"
"009321","0023","A"
"009322","0023","A"
"009323","0023","A"
"009324","0023","A"
"009325","0023","A"
"009326","0023","A"
"009327","0023","A"
"009328","0023","A"
"009329","0023","A"
"009330","0023","A"
"009331","0023","A"
"009332","0023","A"
"009333","0023","A"
"009334","0023","A"
"009335","0023","A"
"009336","0023","A"
"009337","0023","A"
"009338","0023","A"
"009339","0023","A"
"009340","0023","A"
"009341","0023","A"
"009342","0023","A"
"009343","0023","A"
"009344","0023","A"
"009345","0023","A"
"009346","0023","A"
"009347","0023","A"
"009348","0023","A"
"009349","0023","A"
"009350","0023","A"
"009351","0023","A"
"009352","0023","A"
"009353","0023","A"
"009354","0023","A"
"009355","0023","A"
"009356","0023","A"
"009357","0023","A"
"009358","0023","A"
"009359","0023","A"
"009360","0023","A"
"009361","0023","A"
"009362","0023","A"
"009363","0023","A"
"009364","0023","A"
"009365","0023","A"
"009366","0023","A"
"009367","0023","A"
"009368","0023","A"
"009369","0023","A"
"009370","0023","A"
"010831","0024","A"
"010832","0024","A"
"010833","0024","A"
"010834","0024","A"
"010835","0024","A"
"010836","0024","A"
"010837","0024","A"
"010838","0024","A"
"010839","0024","A"
"010840","0024","A"
"010841","0024","A"
"010842","0024","A"
"010843","0024","A"
"010844","0024","A"
"010845","0024","A"
"010846","0024","A"
"010847","0024","A"
"010848","0024","A"
"010849","0024","A"
"010850","0024","A"
"010851","0024","A"
"010852","0024","A"
"010853","0024","A"
"010854","0024","A"
"010855","0024","A"
"010858","0024","A"
"010860","0024","A"
"010861","0024","A"
"010862","0024","A"
"010863","0024","A"
"010864","0024","A"
"010865","0024","A"
"010866","0024","A"
"010867","0024","A"
"010868","0024","A"
"010869","0024","A"
"010870","0024","A"
"010871","0024","A"
"010872","0024","A"
"010873","0024","A"
"010874","0024","A"
"010875","0024","A"
"010876","0024","A"
"010877","0024","A"
"010878","0024","A"
"010879","0024","A"
"010880","0024","A"
"006030","0034","A"
"006031","0034","A"
"006032","0034","A"
"006033","0034","A"
"006034","0034","A"
"006035","0034","A"
"006036","0034","A"
"006037","0034","A"
"006038","0034","A"
"006039","0034","A"
"006040","0034","A"
"006041","0034","A"
"006042","0034","A"
"006043","0034","A"
"006044","0034","A"
"006045","0034","A"
"006046","0034","A"
"006047","0034","A"
"006048","0034","A"
"006049","0034","A"
"006050","0034","A"
"006051","0034","A"
"006052","0034","A"
"006053","0034","A"
"006054","0034","A"
"006055","0034","A"
"006056","0034","A"
"006057","0034","A"
"006058","0034","A"
"006059","0034","A"
"006060","0034","A"
"006061","0034","A"
"006062","0034","A"
"006063","0034","A"
"006064","0034","A"
"006065","0034","A"
"006066","0034","A"
"006067","0034","A"
"006068","0034","A"
"006069","0034","A"
"006070","0034","A"
"006071","0034","A"
"006072","0034","A"
"006073","0034","A"
"006074","0034","A"
